100000 500000
28100 31141 2
89682 51011 6
38154 14197 11
21311 10572 4
21990 62737 18
24513 27377 2
64504 80222 9
51522 74190 16
86036 71948 6
79680 17417 1
40471 8655 6
18441 89453 4
55208 33816 10
76501 32087 8
32891 41789 12
2270 20111 2
87461 63226 4
90761 51803 14
25780 16081 8
12372 46625 18
47359 37187 6
71144 42270 13
93439 61349 1
89518 54221 10
9793 8126 2
69092 30858 3
45047 18880 11
6935 88373 13
3652 90839 16
80745 20361 10
50858 34181 8
37392 19753 15
79285 21444 6
14992 79589 14
45885 27787 18
97589 53392 15
64322 63717 3
42013 98040 19
13594 44760 1
73503 26899 20
30133 93911 5
32483 8775 20
1039 80675 1
56184 39869 10
40251 85337 10
55721 84152 20
67642 78977 12
82543 398 20
52957 58531 12
24892 99043 17
59117 45927 17
53429 93047 14
63829 2021 14
59647 13291 5
1531 61636 14
8962 68231 19
33124 99320 9
29468 14216 15
16307 21146 20
25790 37905 4
85213 27311 5
28301 63008 1
22129 9332 16
2581 68888 14
78497 34098 8
27401 27476 1
78560 96355 8
5826 53355 14
41402 69488 15
62762 62080 15
78753 93596 12
77231 22567 12
28569 93013 12
25915 59004 4
22064 27498 11
66342 26510 1
96294 79833 11
84895 83195 11
87949 63238 1
59074 26683 6
50035 74175 12
85944 67534 11
84175 60284 20
76666 94517 6
75675 59335 16
70680 12390 4
58977 12937 1
23861 21470 12
11426 48174 13
49047 50317 2
92451 41177 5
61574 25972 6
97156 63443 7
10751 86739 6
88092 54631 4
12221 90159 7
90032 67865 11
65971 15003 19
1915 65161 13
48143 28999 2
78784 41822 20
77445 8200 6
30956 74347 19
61471 42790 10
7948 64644 8
51438 44077 4
46829 91254 14
84242 9924 15
51173 69573 9
87915 68634 3
50645 3576 6
31756 95712 3
26819 7254 1
40189 26858 13
47353 13822 7
19188 10374 12
40905 9085 16
18165 57803 9
28491 42708 11
1377 74537 4
10191 25068 4
19289 27658 20
85292 99172 8
35012 55722 18
84288 28925 6
7980 88123 10
19426 92309 6
13883 58036 16
99747 37890 20
98810 60056 8
60571 11980 17
97826 79973 9
55629 2979 11
19689 74846 9
35849 2290 17
71580 69010 16
72784 26478 20
60277 98037 8
34467 24412 15
57884 6507 1
9857 93877 1
30817 72180 7
15764 95662 1
62259 97094 9
38767 23363 15
66737 37306 20
29463 49653 12
79442 92069 8
23134 70037 3
41922 60878 10
27757 27946 13
21936 38092 6
20263 65727 11
30519 67416 1
41564 16146 3
89983 33333 3
15144 39568 9
51912 80147 12
33859 28281 1
50091 76783 6
14518 78387 15
83420 86393 4
7953 89367 6
21598 42496 4
25908 36591 20
96392 21006 15
89758 87653 4
90862 16350 20
81433 15935 20
39451 58632 15
56034 79301 9
43477 29731 14
75409 84736 12
23534 2697 11
23003 60137 8
97435 84030 19
81979 11158 3
49977 57093 12
88655 21442 20
52116 98744 15
99256 14178 17
3098 16885 20
52294 98541 18
16027 37516 7
61954 15611 15
43696 39240 14
54521 88836 12
76215 28058 7
98192 8565 19
86930 76199 9
87595 13660 6
44090 97632 12
27216 99690 2
63915 88774 19
400 42175 3
28801 91971 13
42672 59531 18
15031 22482 11
67902 6595 12
71294 93073 10
52718 78286 3
67626 32240 2
99975 24969 4
60011 48644 20
41702 10338 13
66506 64484 18
32438 94766 15
98479 79594 3
17036 70048 17
48504 76726 17
4166 51511 17
1259 27789 9
37673 99270 17
6230 47054 1
35135 40198 13
79499 65798 19
48744 12036 4
63009 72313 12
33537 93287 6
3669 47078 14
39872 64765 12
41450 30008 10
12047 68466 1
85556 69591 12
40898 5706 11
91446 9268 8
62337 83722 13
98211 70600 3
38310 1301 16
66232 27105 18
58470 21093 14
81900 85466 13
47686 39604 14
34541 93906 17
69342 66494 18
72446 66744 4
42925 77632 17
18048 65364 4
95219 51574 14
94337 71965 14
96888 91064 14
97114 52023 6
44508 41184 5
36635 81139 8
66565 14309 12
35280 34969 12
87099 35470 8
33412 89935 15
83243 78684 19
70938 42616 2
68658 75703 18
14744 29016 13
48913 93068 8
50735 95475 8
36254 28272 3
91187 6982 5
88250 92713 6
12936 75842 15
40114 45576 4
55251 61861 7
36017 90430 15
75711 73138 11
22189 83534 20
41141 68082 5
67988 12595 20
31264 13049 12
16022 60778 14
17462 86036 18
54583 64575 9
35537 87909 13
61594 1474 19
36323 92263 10
84142 6385 11
18721 49916 12
76984 30701 13
76168 28672 16
19366 93665 20
77872 96298 7
25832 67426 7
87072 80166 3
92989 34907 3
47870 66767 20
27190 48547 19
39331 81256 7
12331 93368 12
60274 27499 13
7172 35338 8
76380 40993 11
31380 70887 13
71981 80603 1
39811 98400 17
11280 81985 14
94336 7494 15
94773 54237 5
48059 20410 3
84037 7534 2
4638 76307 11
81927 40703 15
54884 55956 19
22688 36207 5
59623 11564 2
13929 14089 11
85415 11848 15
5605 34753 9
58758 28541 7
87847 65356 1
38346 80135 18
96735 13207 19
40288 68178 8
36793 50134 1
20607 56475 9
30932 91553 13
69271 5567 3
47385 68263 5
96186 11285 2
36402 12352 7
13518 87873 10
49688 48637 2
64394 97477 5
32933 12725 10
30917 99657 1
99022 11400 2
34044 54543 13
33507 23931 1
41466 33620 20
28332 85580 1
37196 19645 6
54828 98440 6
55596 87859 15
750 67317 11
56118 90831 13
63675 51888 19
10435 44870 1
10821 52337 2
93263 10792 5
75585 35352 4
62929 80465 4
82765 9770 3
76333 4913 18
22944 85857 19
56506 53368 4
91692 17689 19
5428 65213 6
52674 4347 19
31662 42939 18
6399 3984 1
17413 87466 3
66617 81927 12
73894 18364 13
55226 26079 6
24721 64202 3
68368 81229 13
66097 11093 7
95992 49422 7
46650 37062 9
91946 21160 1
93268 75143 14
34089 30607 19
65025 44735 20
62120 61235 5
42681 45011 9
21076 82708 6
2169 91128 5
23304 28326 9
82694 19325 9
25921 10568 1
83191 75532 2
12122 65490 10
85547 90302 2
78589 24507 7
77196 15751 1
94476 18982 18
60777 96394 7
58852 1690 9
75861 65311 16
73330 14680 1
23554 16790 12
75288 97766 20
15272 26353 1
4538 91899 10
4939 47828 17
72921 3462 3
40973 78446 14
78449 40455 13
27030 57751 2
26979 43378 8
70598 53041 5
88701 62320 3
29963 51436 13
42354 83459 2
10988 77880 7
52095 59673 20
90287 36021 11
26328 21219 15
21076 59724 1
20879 54982 6
15778 96578 10
7448 77788 7
82703 6668 15
32451 90901 16
12290 32414 13
11274 49593 16
17924 41174 20
35657 25458 1
59300 20718 3
82958 33496 19
87679 20390 15
11596 91647 20
85200 18700 10
88221 55196 15
33487 42243 9
47017 80817 6
23071 12508 18
30793 51443 15
68744 40777 7
95846 88975 5
458 13716 10
36595 56038 18
85549 95557 11
88753 12516 8
404 38300 9
32649 31076 2
86554 85317 15
25982 23158 1
85464 8813 3
62861 53279 4
66293 704 11
65354 87521 9
54873 20272 19
2116 94605 5
58178 47149 1
75359 5399 7
25495 20560 18
35464 71834 20
14520 42527 1
99969 84143 19
81523 96665 4
8307 77116 4
18828 38000 3
10265 26155 18
73409 86439 3
52023 98970 20
73616 84810 7
15959 79278 12
63533 76722 16
87656 94319 8
40653 56241 6
28991 57083 14
31622 17161 2
30006 65198 2
80669 68741 20
60090 65568 14
12722 50597 6
46038 58686 8
28035 88932 12
29853 92025 2
45932 27870 20
27209 17721 3
60901 11534 5
93352 577 6
19615 37528 3
76785 55811 13
27707 61951 4
31311 43232 15
82198 46755 7
38071 67617 18
68745 85291 18
33884 71790 16
81688 2214 14
318 18270 1
70680 12629 20
16791 32036 2
95624 19311 15
80261 44783 11
40065 14830 1
68337 54874 2
84770 78881 19
88806 87469 6
34766 11391 12
49785 24169 18
95214 11987 13
86746 70253 8
47760 93344 5
86029 89146 5
83948 9816 18
2457 5992 6
80169 18611 5
83540 60837 3
53943 16987 18
13296 81561 16
6743 29444 5
75581 77678 6
585 84689 20
57732 15043 14
60071 20918 9
38636 26707 15
18073 72518 1
45399 3334 16
24192 25531 4
14844 21908 17
40825 40965 17
66222 40647 8
74817 49942 10
80603 26084 14
26649 32332 5
86350 55801 14
10289 75668 17
97439 29747 20
43534 86142 7
71811 67597 11
41466 10739 7
65224 13049 17
28532 44681 14
487 41723 1
63548 65031 6
39178 32933 1
72935 88073 9
56161 9259 7
90908 82647 1
21993 7488 15
37969 21697 9
87081 13799 13
9621 9100 12
35113 15631 20
94114 10299 20
98460 5085 19
95426 73316 1
14069 36525 10
89185 36587 10
89084 7209 7
94414 75547 2
35450 49872 6
73425 6649 9
59630 60679 17
86947 65795 10
241 58448 18
99478 87216 15
91740 67546 1
85876 28248 16
14221 22907 11
94388 9629 12
98334 42168 20
70689 72681 19
43118 57240 16
82396 29043 14
85778 66336 15
62640 38653 5
68408 13566 7
67988 17183 1
42784 99328 16
51335 25274 2
82729 31330 4
67412 76770 13
75072 58815 11
84929 35276 8
64964 24635 6
93724 94871 7
94955 42018 16
52010 1117 12
77103 84790 17
7510 60436 14
28124 49034 9
26785 2061 8
13508 13816 16
29161 8562 5
52315 74355 19
57457 27861 3
56800 47415 8
91597 62965 8
83445 38879 10
6879 78067 14
21364 95884 18
70425 66682 5
36475 1445 9
82118 24096 9
85853 41754 16
12654 2372 14
72394 95397 5
92361 51236 17
58130 89877 6
5508 14557 9
19930 22826 12
63501 70247 7
33070 72500 17
92036 82122 11
80429 12018 10
47270 18573 2
25858 25847 14
69078 79078 7
48371 56121 6
32510 73781 18
58511 77140 16
84055 67528 20
72310 66621 3
55675 76256 6
16926 16787 7
86176 80029 4
87729 525 5
72152 45352 16
5782 20577 5
32327 29338 14
74456 82120 10
51940 29885 12
233 77296 11
24263 2057 14
77509 39657 20
15826 86652 6
43145 55160 7
91600 80446 7
82767 92701 19
5892 69838 2
4024 33302 9
38737 50876 6
46870 75676 20
6420 39170 7
66920 47196 3
73213 6282 11
69206 19597 11
3854 45034 6
2928 75350 4
32104 30996 11
81694 75473 10
47573 23472 1
9487 80033 10
82837 53916 11
17705 66989 20
49373 28356 8
11821 89918 17
7539 15874 6
56294 65043 4
27722 51708 8
44292 79517 8
61586 75403 1
19257 92259 14
12683 90551 15
3078 19925 5
63453 35451 5
44652 12259 19
79925 27829 11
43610 1994 13
93897 68008 13
35111 91043 15
1776 89950 16
95345 6297 18
77531 12296 14
44109 55006 15
66586 42621 7
16431 15786 11
34219 40476 18
92979 62403 9
10108 29314 5
36079 89652 8
70976 18752 3
3650 48893 20
17318 71791 11
23759 3743 18
83667 44395 17
36093 15229 5
38115 25323 17
28795 23113 8
18771 27802 14
31058 85607 1
830 26786 15
12022 36907 17
72441 36096 16
31281 84452 15
824 55024 14
43486 97417 7
61489 92919 16
73022 6085 8
7459 7153 18
2596 5804 4
27425 63063 6
92214 31632 13
316 85072 9
774 21581 11
88999 67348 8
42871 72722 18
56973 43113 20
2390 48939 14
74508 87880 5
79103 66428 8
45450 45895 10
32975 37162 13
21633 58753 4
61517 78364 11
22045 55461 16
27944 89246 10
70804 43769 3
84677 87397 17
34712 38616 15
67789 35292 1
87496 69969 3
41237 22817 4
34908 40485 4
38591 52146 1
69088 87506 13
46932 98015 14
4414 32163 11
65325 76320 12
94977 57284 17
48138 3205 4
12714 65527 1
76325 45291 2
81771 55638 15
96460 90281 1
12950 91967 2
27345 62280 16
23039 95891 3
43708 78833 14
97541 39208 6
6216 80340 1
450 39261 15
33950 87577 4
42231 88995 4
52521 72049 18
88492 52661 10
43714 17341 11
33080 38345 19
64399 39092 9
72450 71921 13
54307 30713 8
25880 42658 10
73493 36984 14
95296 39333 1
89820 31043 8
48710 46503 3
55234 53651 14
84237 36686 16
13858 87021 17
55924 96400 19
793 61612 11
59019 89576 11
87281 95803 6
28323 36027 19
20300 84201 8
43917 37054 20
87802 69229 12
65755 73402 20
45089 25382 11
1605 415 4
6111 54676 12
78147 71891 19
93680 9196 8
59647 73040 17
61315 29800 10
63520 57294 5
53394 2915 15
30714 35916 15
61730 60946 13
92277 51032 5
94637 26113 2
50070 51225 6
74392 57482 7
78563 57072 1
85654 52323 10
67841 93125 17
68623 59813 5
93475 97676 8
3807 41587 9
66886 69987 19
93315 36301 5
24026 1954 5
95411 26650 13
22871 24127 19
78004 36043 12
37203 882 8
70739 81630 18
70697 75602 9
56287 55905 2
96008 92008 19
5974 5353 8
82229 74643 15
71896 9771 2
86754 84126 14
917 4491 6
11835 9268 2
74841 5882 4
17118 82641 18
7068 67725 15
46201 77871 14
18923 75996 10
97637 32391 8
1935 70147 11
93332 86055 3
82826 70067 14
78570 71506 18
51096 15024 5
22496 37748 4
78797 99968 20
20016 48591 10
44383 50364 1
61118 26166 5
41191 39497 12
76897 98948 11
30040 38354 12
51918 54152 15
28338 88558 3
92772 35509 6
36965 6960 12
26895 11298 16
80891 64415 12
25259 73804 17
79317 76286 14
56213 28190 16
74868 24670 4
58336 77008 13
13539 99497 19
22455 18904 19
28312 67316 19
74928 3995 13
97211 9581 4
35282 68253 15
69844 10576 2
59288 97977 9
24423 47376 8
13817 81460 19
5614 685 6
23129 4265 12
32699 90597 17
26792 94413 20
9429 31948 8
25615 82948 12
28632 50622 10
4118 39003 8
26266 90969 15
68719 44395 18
12330 25775 3
60858 23100 8
57256 65827 10
65148 46314 3
35029 87090 7
13665 30811 18
10280 91371 8
63909 54286 6
70967 61266 10
1995 96608 6
64566 77953 16
12426 48300 2
27441 28918 14
31589 12029 3
24107 85331 2
72676 9083 17
80685 15726 11
41423 3451 1
10157 95098 19
43733 34873 11
31280 54585 13
68276 55625 15
73288 82615 11
83079 73185 2
86137 71802 17
21228 92723 9
70501 34599 8
15105 54581 2
56504 78445 2
96716 8445 8
30065 56522 17
66639 21046 17
39122 59762 15
29941 37247 12
30551 13298 3
71434 81784 10
16040 88651 19
13999 79586 10
91709 42542 13
65848 71917 20
19120 5101 17
66193 42192 2
75672 19247 19
90351 70501 11
82218 21212 6
67840 45084 6
98483 22441 1
5369 81549 3
46703 49623 4
72284 88361 16
65031 65197 12
11936 60567 7
70421 16501 16
37136 31746 16
64340 67073 17
75629 51941 16
8983 78045 5
61007 95744 3
33415 53565 8
80105 96409 2
85822 54712 10
53627 75793 20
78438 65029 6
71382 32796 16
63971 88245 11
14996 19773 13
34868 19774 6
37152 11339 18
76193 33317 13
24268 56129 7
12869 735 16
18315 34637 5
38513 53498 17
82403 58322 12
11691 26913 11
60154 64223 17
21466 86938 8
711 54209 11
59631 72425 13
70628 27402 16
24479 53550 5
76559 95791 17
57274 52291 20
86754 15524 4
46965 75399 19
13993 90603 1
80237 98402 9
15186 16430 15
55557 60910 19
71965 80019 19
72979 64562 10
96246 76214 8
80906 9766 9
55969 46167 5
44128 5322 6
22425 27433 18
52651 75814 13
1926 26501 7
58449 23523 4
56425 51150 8
29824 38623 4
14368 72134 4
53807 83566 17
62711 93315 13
97574 38284 9
85334 1629 15
14816 32837 11
16507 71225 3
98851 6967 16
26022 66262 15
72406 31436 16
49707 68781 5
86361 18044 7
74118 87233 7
92387 23814 10
30467 44126 14
47681 87203 10
8068 52425 3
28469 56863 13
70517 34965 9
47928 26111 8
28966 65620 4
73950 35573 16
64197 75607 20
62106 63012 12
97372 36235 5
74999 89380 1
94618 32415 3
39081 71545 10
42348 8951 20
6987 31198 12
76390 15804 4
81065 12795 13
78607 71827 2
90628 86054 16
71801 15690 13
20316 42995 18
533 17529 2
84939 45850 8
3302 7447 4
43272 64819 6
99400 70793 15
24195 97717 3
10427 5951 17
67264 32950 1
99763 88128 19
43448 98723 15
70081 44706 10
72444 62221 1
41991 90198 2
40592 17996 18
76264 29937 15
10728 88618 18
90188 47189 16
23934 78649 3
62055 17449 5
40328 66627 19
52075 72036 11
18953 86789 13
89233 73838 15
61227 89152 6
83845 94954 18
4927 80671 9
4130 64511 2
39694 91238 17
89898 33725 5
26921 55233 19
64998 77005 6
14894 26894 8
25426 15667 10
19954 96672 12
94707 42857 12
48422 4347 6
1229 70027 7
45147 51811 18
96587 56661 20
63895 43190 19
91371 57108 1
20919 60843 14
38049 87371 13
66784 95895 20
84597 47569 19
81965 32902 7
70860 61222 12
43362 57118 13
774 10715 5
83024 78216 14
18632 92844 7
71433 66258 4
44101 99708 14
68088 12271 9
89642 91683 11
75988 76669 20
23539 85503 15
72924 29502 9
88313 29638 5
95626 41159 17
80650 55797 15
10683 31345 5
71473 24250 7
98695 36766 19
1954 58886 9
84614 64511 8
44249 69689 7
19048 4310 11
24966 40237 17
95977 19709 18
85204 5162 1
50737 11152 6
73212 1848 9
88206 30225 16
17419 8860 6
78745 48625 19
51343 69441 19
31285 27716 4
7760 67230 13
627 59068 16
35337 75132 8
273 95589 17
86326 9288 9
614 47232 15
72480 21694 5
45432 80575 11
9902 67476 18
16516 71799 15
36251 72380 18
68031 52875 10
15409 84909 12
47552 55576 16
26171 5130 19
61002 90027 17
86723 67425 18
53398 2504 9
86923 83755 9
48145 86916 11
38364 73365 1
68063 87940 2
48359 84566 5
77194 76859 9
40647 32191 17
32225 75528 12
53042 6677 16
29234 90190 13
883 66821 17
69179 66000 12
37266 89599 6
19556 49891 20
79171 73272 14
96082 69689 9
44896 73532 3
60490 22411 15
43099 81553 19
15744 59337 11
53902 22879 1
77453 85348 8
23279 39359 8
2627 54821 7
71002 82702 20
92580 1419 10
87716 39305 14
5532 7626 9
63437 32978 4
12142 47918 13
51781 13828 3
45446 71606 1
88300 51699 16
67108 52896 20
91839 79480 13
447 78846 8
56308 76471 11
19834 84807 8
37547 43982 12
45620 99493 18
13700 33457 5
24855 2250 5
76220 14346 18
15160 96731 3
96933 41392 14
38166 44178 10
73661 12834 15
96032 22429 7
51806 23032 15
11241 4042 13
77670 6090 18
10029 82437 6
65923 18777 7
51555 83297 11
12663 70363 6
82706 49057 4
65318 49765 4
62811 50853 6
53356 32651 2
98632 76226 10
30511 65280 19
89577 25138 5
79378 45621 1
96588 58644 8
38091 63983 1
48754 25428 11
61720 83950 13
48340 66038 2
19204 70943 19
82196 98719 3
62237 91748 20
17136 74525 15
1096 69958 9
57200 72077 14
72065 3342 10
33571 40908 2
75990 1775 2
66435 61067 15
7616 67746 4
95071 83209 8
62144 8336 12
53465 32261 17
50674 96449 8
47475 54546 9
7722 83800 20
58636 51957 7
94283 68623 17
72595 9561 2
46749 21315 7
68835 12172 19
38338 81166 20
5097 3864 19
28626 55242 11
76193 96586 20
32719 6845 3
75165 73923 4
23655 25010 14
40176 661 8
98202 47915 10
88870 15404 10
43081 27287 4
31161 9447 11
36588 47274 13
69569 71593 1
97661 29962 12
8165 44154 3
55345 42749 9
1424 23159 6
26121 12205 2
81586 58230 19
32146 51591 14
36491 2232 3
72383 73748 7
14277 14800 8
23955 49551 9
37974 75663 7
35951 44252 4
33571 2970 10
9178 75852 17
74108 76640 15
25707 83248 17
97649 24704 20
14356 4828 6
65242 82727 18
90663 77452 13
24434 276 12
24817 45529 10
51806 45040 6
23974 71456 4
92982 1309 20
93245 98019 5
70433 81672 20
14824 43941 15
36831 75383 7
27406 86012 1
90954 96090 13
92318 62843 3
86907 67993 13
96804 25948 8
60327 46067 15
7913 7165 15
30849 82154 11
12082 2632 17
61889 20521 2
53387 40765 18
97227 7419 9
40174 50918 17
30599 92683 6
41544 59584 17
59415 90194 1
67544 56855 18
75728 8346 10
61752 66723 18
9041 54129 6
52009 45573 5
4841 38838 20
47876 32459 17
76118 71575 1
38121 9758 9
55196 17151 7
92799 47734 2
82113 51155 4
98055 3461 19
49867 61890 14
91411 53966 10
94527 33395 3
172 31232 6
71563 62873 7
24097 53226 3
38885 1100 8
99366 84838 4
33365 10043 5
30320 87067 17
5457 25663 16
68765 11545 11
43543 82268 20
47992 42929 18
11122 95277 12
78884 5277 18
99471 12065 10
23674 2473 1
99509 18198 20
68795 79604 18
41097 90675 1
90231 13943 15
29828 91544 12
84136 84169 10
74172 27678 1
11759 24529 8
96612 68558 10
42945 37106 13
27780 17898 19
5789 23686 5
27546 71484 18
1113 12564 15
38020 55573 6
50244 35656 18
90718 1187 6
75036 51669 20
78452 26936 15
5832 75875 1
67320 70240 20
29697 85152 8
9520 46770 15
62718 51979 20
72548 65365 2
66712 38081 3
71383 82243 19
27727 79844 4
37183 11011 19
29795 5931 12
39314 7398 11
75461 67113 5
26756 4008 12
63909 99843 3
80825 66351 7
99350 19041 14
32065 20489 18
13700 20583 12
17348 50451 20
16744 12569 12
14610 11024 17
6817 82068 2
65356 14187 19
60543 86482 4
95140 8828 19
46690 30012 16
29214 86500 8
77290 44084 11
89827 69729 18
90479 82020 13
39195 634 18
69684 80039 8
96485 10114 9
2939 89551 15
80014 24698 2
33861 87300 13
74104 89791 12
46911 85506 6
66047 89985 13
17924 54329 13
66596 68356 18
76331 82261 7
30424 14641 9
29203 19489 18
57444 13686 15
47234 3233 2
95507 69640 3
39184 91598 14
14629 4839 10
19872 82542 6
67831 25842 7
57320 15361 11
12691 27922 16
66900 88650 14
32063 98743 9
78037 42158 18
87663 38485 20
45821 31510 19
89221 57301 6
7657 75511 1
27339 85954 6
60876 29413 8
20162 67415 18
20598 23552 2
99317 24664 5
40830 15973 13
80846 61255 15
91340 59397 11
968 46346 10
4305 1905 1
85385 25081 3
70747 99630 20
31274 52263 3
43644 77997 4
28244 15658 15
75652 43956 15
8825 10347 4
64406 62790 14
10642 53899 13
81563 6340 12
8288 1964 16
63464 34150 15
46794 48138 4
95947 22614 1
62474 17620 9
9769 60589 18
43349 86588 15
44097 40244 12
12086 61579 20
28082 44520 15
74485 96136 18
43727 76051 17
49423 61299 5
28999 37748 1
53361 81588 17
82530 76511 17
69018 87897 3
55145 93364 11
99467 78214 1
66236 34374 7
59364 21813 14
70357 23471 18
79916 97061 12
65408 82422 7
64780 61322 4
84317 18045 4
6925 8617 20
83012 93325 15
15661 14338 11
27619 39692 18
85508 61778 17
95873 59301 15
63033 9301 4
70541 76334 20
25338 32510 20
82291 95708 15
53756 23363 4
81167 53908 17
9401 43902 4
61522 63393 19
43655 60349 1
87888 47672 4
81949 89086 12
4052 97141 4
42548 82242 14
63581 36967 12
44976 56831 11
68090 28352 10
74478 13623 15
33257 91054 3
96625 24096 7
93616 46015 15
21228 75371 19
52802 87391 11
17108 1518 9
58548 98274 13
60725 32019 14
27470 45965 19
94988 52329 8
27071 54100 16
14398 49314 17
93100 66084 2
43311 76097 5
82548 81103 15
69636 93224 3
96088 80571 10
26024 3629 7
34979 17116 1
41415 49960 20
54257 34174 16
27323 12185 3
59006 35896 6
14075 88037 5
36513 5060 19
67568 75612 15
47957 77638 14
51835 53103 8
43404 22235 19
90782 63056 14
34563 59104 8
32452 76883 18
34050 90925 15
35187 88759 3
76363 76690 12
58234 74061 20
72865 27046 6
38655 13320 17
61943 49321 1
62678 66676 7
61851 59171 1
82242 91369 12
51039 74096 19
42069 17112 8
51164 73427 13
48345 34261 16
84483 11345 19
90628 60366 6
51767 11007 1
74570 1257 4
47964 69109 12
26257 27562 19
45969 80753 19
40910 16464 17
23661 2561 13
67938 60226 20
52929 42651 2
59852 85880 17
92444 62542 7
79403 64206 5
356 85372 7
2015 47143 2
84710 83090 2
74303 98078 1
11805 59546 13
43874 84633 8
10263 23989 20
67547 31553 20
51931 64993 14
80058 72501 3
28115 60721 5
36202 24272 10
80020 65308 13
44636 65686 8
60022 88654 14
12253 51842 19
1712 21528 3
52913 5328 4
7412 37415 20
26173 73057 11
36906 65004 14
61596 33260 9
20436 21472 16
73626 33248 2
6340 11869 2
90279 48486 17
50355 39371 13
14232 24222 4
81495 52859 2
76309 85785 9
71247 42754 8
33202 84813 5
34627 61124 17
13203 78671 19
31292 12159 9
81361 40101 16
7023 97504 16
90303 60680 2
86518 72632 17
14884 96914 16
89371 73061 12
63596 2944 3
10496 34920 20
90680 84076 10
9454 10464 13
92453 20471 9
19894 54526 7
92871 47180 20
9858 77426 1
56305 3725 14
80156 79895 6
69123 68850 11
78246 73119 15
188 75085 5
56767 4260 19
6445 58102 13
54320 25921 7
65272 96018 20
67149 99003 9
31955 9814 2
57189 43889 1
4623 78365 2
40512 22570 3
46326 19072 8
50606 46717 18
24617 71397 17
8536 28141 11
13964 211 18
15182 47777 8
84754 60183 15
78853 55045 18
75667 73051 1
54232 47247 8
78589 78365 7
30606 60536 6
84357 27339 18
77724 27797 11
33155 19175 20
445 10757 4
52801 79348 9
89036 92627 7
45802 78234 12
8068 21787 3
99652 82144 14
65949 934 17
60470 71347 13
64801 34322 16
29478 10822 9
75157 78811 1
89898 34009 8
88821 31472 6
66221 34318 4
8227 27624 18
23639 47503 14
13345 65294 20
7388 37811 10
56589 83467 8
34509 56651 1
67994 66437 6
45253 82456 15
14722 79848 12
17333 67099 12
85924 1445 20
46710 50385 14
60850 53635 17
22715 60672 9
48901 78964 3
70747 61295 20
53190 28358 19
94654 8758 11
73401 68053 10
68511 71461 17
85261 43880 10
3359 31848 7
33209 25666 20
87306 24238 17
60641 40779 2
81001 61852 16
97513 69178 4
47728 75525 10
44100 30957 11
8580 58121 2
19350 10371 10
49828 60390 16
42845 6123 19
9628 53044 2
32677 83952 13
46001 75638 15
43820 68479 6
97414 5746 6
84587 24963 12
9354 74240 9
4241 19173 9
56243 79479 6
8658 77202 5
4293 48488 20
97305 58350 20
41966 36184 15
88475 42562 6
90794 26166 16
19152 24794 18
44305 26976 14
24341 92976 7
67035 6916 8
61522 42023 16
47949 15996 13
6086 34948 2
55282 27718 16
60922 90004 7
69416 18830 3
50862 75119 3
24157 951 6
6402 30847 10
86844 62657 4
59809 59786 15
71861 66080 17
33570 50208 17
18626 18873 11
52444 80744 1
29893 57468 20
85275 7240 3
17762 9279 10
85391 15436 8
43498 45338 16
76555 97733 7
35689 18565 6
33042 12982 3
90939 97095 4
81715 58437 1
27763 57100 6
53304 47317 19
70464 86148 20
52865 10152 2
87672 28487 19
20720 69840 17
59583 80278 19
77011 1120 8
84758 11413 9
50424 15156 17
60720 28325 10
86904 81291 14
21037 13473 11
13043 29574 2
55249 20244 1
30784 15560 15
97368 86980 17
66308 14110 10
57014 47280 11
65613 29418 6
61575 37699 18
84137 85653 5
3538 36499 8
8707 59875 4
9791 61919 13
46710 42316 17
7086 78471 13
41309 92221 17
83724 32509 19
94363 25090 2
67039 27059 8
41587 8242 16
16711 85309 18
4318 42943 19
53378 82751 18
9003 45830 17
24502 74894 16
77759 96838 16
42382 11425 17
99174 44569 13
72287 55131 16
37458 27024 19
76563 90194 10
68394 26921 7
16675 51264 6
94444 18897 14
57625 20103 11
87374 21008 19
30888 87524 18
19294 81322 5
25836 73957 14
49041 46121 11
17588 44987 4
12831 96093 8
17121 61447 1
76898 34182 10
60106 46994 12
78192 78949 17
55063 16981 8
47001 66065 11
17520 65838 6
18639 65381 9
15278 39681 5
65603 91896 4
43876 16544 11
86795 56705 10
8515 15504 7
87246 48693 16
56119 70009 8
6095 18702 18
56729 2300 15
93915 80526 13
32343 19131 10
23836 47161 9
68183 53908 1
91868 9809 1
54932 68221 19
42248 36147 9
95938 60110 18
67762 5834 15
84638 16576 1
36199 74392 5
12149 24982 6
61647 8843 9
90356 27228 19
75639 31442 8
92429 40446 5
86044 40882 10
80203 77635 5
22940 47215 5
87893 22551 7
53226 1570 1
20237 72943 13
68149 19715 4
83885 79600 19
29604 95511 15
92075 92329 3
50531 65449 11
58103 82719 11
44488 69487 13
15278 74393 11
53857 34998 19
60397 63804 19
87850 70747 8
44469 73272 19
54869 26811 9
70016 59540 4
67905 80157 6
51460 95126 5
14601 76355 18
95174 29850 6
76664 1938 20
67136 7041 14
68241 71361 6
77595 32743 11
32531 52606 15
76690 1618 12
536 81287 18
77222 91347 5
93782 23616 7
78113 5969 5
86827 88531 17
79114 83607 16
12518 60598 9
71630 1798 5
69414 16278 3
10226 701 11
21708 58536 2
62335 48164 8
15354 28683 9
92472 77258 9
76925 4847 19
30107 3884 17
49694 15742 18
49526 67188 3
